center_lat,center_lon,borough,hotspot_type,score
0.0,0.0,Bronx,Hot Spot,8
0.0,0.0,Brooklyn,Hot Spot,20
0.0,0.0,Manhattan,Hot Spot,10
0.0,0.0,Nan,Hot Spot,23
0.0,0.0,Queens,Hot Spot,8
0.0,0.0,Staten Island,Normal,1
40.506,-74.245,Staten Island,Normal,1
40.51,-74.244,Staten Island,Normal,1
40.511,-74.242,Staten Island,Normal,1
40.512,-74.21,Staten Island,Normal,1
40.512,-74.25,Nan,Normal,1
40.512,-74.25,Staten Island,Normal,1
40.514,-74.206,Staten Island,Normal,1
40.514,-74.242,Staten Island,Normal,1
40.516,-74.197,Staten Island,Normal,1
40.516,-74.233,Staten Island,Normal,1
40.516,-74.234,Staten Island,Normal,1
40.516,-74.244,Staten Island,Normal,1
40.517,-74.241,Staten Island,Normal,1
40.519,-74.24,Staten Island,Normal,1
40.521,-74.198,Staten Island,Normal,1
40.521,-74.205,Staten Island,Normal,1
40.521,-74.239,Staten Island,Normal,1
40.522,-74.235,Staten Island,Hot Spot,2
40.523,-74.216,Staten Island,Normal,1
40.523,-74.239,Staten Island,Normal,1
40.524,-74.187,Staten Island,Normal,1
40.524,-74.214,Nan,Normal,1
40.525,-74.23,Staten Island,Normal,1
40.526,-74.226,Nan,Normal,1
40.527,-74.167,Staten Island,Hot Spot,2
40.528,-74.234,Staten Island,Normal,1
40.529,-74.211,Staten Island,Normal,1
40.529,-74.217,Staten Island,Normal,1
40.532,-74.156,Staten Island,Normal,1
40.532,-74.192,Nan,Normal,1
40.532,-74.203,Staten Island,Hot Spot,2
40.532,-74.224,Nan,Normal,1
40.533,-74.191,Staten Island,Normal,1
40.534,-74.186,Nan,Normal,1
40.535,-74.194,Nan,Normal,1
40.535,-74.194,Staten Island,Normal,1
40.536,-74.208,Staten Island,Normal,1
40.537,-74.159,Staten Island,Normal,1
40.537,-74.212,Staten Island,Normal,1
40.537,-74.225,Staten Island,Normal,1
40.538,-74.15,Staten Island,Hot Spot,2
40.54,-74.149,Staten Island,Normal,1
40.54,-74.153,Staten Island,Normal,1
40.541,-74.159,Staten Island,Normal,1
40.541,-74.177,Nan,Normal,1
40.541,-74.204,Nan,Normal,1
40.542,-74.146,Staten Island,Normal,1
40.542,-74.148,Staten Island,Normal,1
40.542,-74.155,Nan,Normal,1
40.542,-74.177,Staten Island,Normal,1
40.542,-74.184,Staten Island,Normal,1
40.543,-74.147,Staten Island,Normal,1
40.543,-74.151,Staten Island,Normal,1
40.543,-74.156,Staten Island,Hot Spot,2
40.543,-74.174,Nan,Normal,1
40.544,-74.165,Staten Island,Normal,1
40.544,-74.192,Nan,Normal,1
40.545,-74.166,Staten Island,Normal,1
40.545,-74.183,Staten Island,Normal,1
40.546,-74.159,Staten Island,Normal,1
40.546,-74.164,Staten Island,Normal,1
40.546,-74.165,Staten Island,Normal,1
40.546,-74.186,Staten Island,Normal,1
40.547,-74.18,Nan,Normal,1
40.547,-74.18,Staten Island,Normal,1
40.547,-74.181,Staten Island,Normal,1
40.547,-74.182,Staten Island,Normal,1
40.547,-74.198,Staten Island,Normal,1
40.547,-74.199,Staten Island,Normal,1
40.548,-74.156,Staten Island,Normal,1
40.548,-74.167,Staten Island,Normal,1
40.548,-74.194,Nan,Normal,1
40.55,-74.136,Staten Island,Normal,1
40.55,-74.167,Staten Island,Normal,1
40.55,-74.192,Staten Island,Normal,1
40.55,-74.211,Staten Island,Normal,1
40.551,-74.15,Staten Island,Hot Spot,2
40.551,-74.201,Nan,Normal,1
40.552,-74.135,Staten Island,Normal,1
40.552,-74.16,Nan,Normal,1
40.552,-74.16,Staten Island,Normal,1
40.552,-74.19,Nan,Normal,1
40.552,-74.191,Staten Island,Normal,1
40.552,-74.213,Staten Island,Normal,1
40.552,-74.219,Nan,Normal,1
40.552,-74.219,Staten Island,Normal,1
40.553,-74.132,Staten Island,Normal,1
40.553,-74.163,Nan,Normal,1
40.553,-74.164,Staten Island,Normal,1
40.553,-74.212,Staten Island,Normal,1
40.554,-74.161,Nan,Normal,1
40.555,-74.164,Nan,Normal,1
40.556,-74.138,Staten Island,Normal,1
40.556,-74.161,Staten Island,Normal,1
40.557,-74.126,Staten Island,Normal,1
40.557,-74.139,Staten Island,Normal,1
40.557,-74.171,Nan,Normal,1
40.557,-74.175,Nan,Normal,1
40.557,-74.199,Nan,Normal,1
40.557,-74.204,Nan,Normal,1
40.558,-74.165,Staten Island,Normal,1
40.559,-74.136,Staten Island,Normal,1
40.559,-74.154,Staten Island,Normal,1
40.559,-74.155,Staten Island,Normal,1
40.559,-74.169,Staten Island,Hot Spot,2
40.559,-74.198,Staten Island,Normal,1
40.559,-74.201,Nan,Normal,1
40.56,-74.124,Staten Island,Normal,1
40.56,-74.144,Staten Island,Normal,1
40.56,-74.166,Staten Island,Normal,1
40.56,-74.17,Nan,Normal,1
40.56,-74.17,Staten Island,Normal,1
40.56,-74.2,Nan,Normal,1
40.561,-74.112,Staten Island,Normal,1
40.561,-74.149,Staten Island,Normal,1
40.561,-74.169,Staten Island,Normal,1
40.561,-74.17,Nan,Hot Spot,2
40.561,-74.17,Staten Island,Normal,1
40.562,-74.134,Staten Island,Normal,1
40.562,-74.172,Staten Island,Normal,1
40.562,-74.177,Staten Island,Normal,1
40.562,-74.178,Staten Island,Normal,1
40.563,-74.103,Staten Island,Normal,1
40.563,-74.108,Nan,Normal,1
40.563,-74.115,Staten Island,Normal,1
40.563,-74.157,Staten Island,Normal,1
40.563,-74.181,Staten Island,Normal,1
40.564,-74.103,Staten Island,Normal,1
40.564,-74.116,Nan,Hot Spot,3
40.564,-74.127,Staten Island,Normal,1
40.564,-74.178,Nan,Normal,1
40.565,-74.116,Staten Island,Normal,1
40.565,-74.127,Staten Island,Normal,1
40.565,-74.13,Staten Island,Normal,1
40.565,-74.181,Nan,Hot Spot,2
40.567,-74.116,Staten Island,Normal,1
40.567,-74.122,Staten Island,Normal,1
40.568,-74.112,Staten Island,Normal,1
40.568,-74.141,Staten Island,Normal,1
40.569,-74.107,Staten Island,Normal,1
40.569,-74.111,Nan,Normal,1
40.569,-74.111,Staten Island,Normal,1
40.57,-74.11,Staten Island,Normal,1
40.57,-74.126,Staten Island,Normal,1
40.57,-74.144,Staten Island,Normal,1
40.57,-74.191,Nan,Normal,1
40.571,-73.863,Queens,Normal,1
40.571,-74.091,Nan,Normal,1
40.571,-74.148,Staten Island,Normal,1
40.571,-74.17,Nan,Hot Spot,3
40.572,-74.112,Nan,Normal,1
40.572,-74.144,Staten Island,Normal,1
40.573,-73.993,Brooklyn,Normal,1
40.573,-73.993,Nan,Normal,1
40.573,-73.994,Nan,Normal,1
40.573,-73.996,Nan,Normal,1
40.573,-73.997,Nan,Normal,1
40.573,-74.001,Brooklyn,Normal,1
40.573,-74.097,Staten Island,Normal,1
40.573,-74.106,Staten Island,Normal,1
40.573,-74.108,Staten Island,Normal,1
40.573,-74.114,Nan,Normal,1
40.573,-74.119,Nan,Normal,1
40.573,-74.136,Staten Island,Normal,1
40.573,-74.138,Nan,Normal,1
40.573,-74.17,Nan,Hot Spot,3
40.574,-73.989,Nan,Normal,1
40.574,-74.004,Brooklyn,Normal,1
40.574,-74.093,Nan,Normal,1
40.574,-74.106,Staten Island,Normal,1
40.574,-74.113,Staten Island,Normal,1
40.574,-74.116,Nan,Normal,1
40.575,-73.974,Nan,Normal,1
40.575,-73.977,Brooklyn,Normal,1
40.575,-73.977,Nan,Normal,1
40.575,-73.983,Nan,Normal,1
40.575,-73.985,Nan,Hot Spot,2
40.575,-73.986,Nan,Normal,1
40.575,-73.988,Brooklyn,Normal,1
40.575,-73.996,Nan,Normal,1
40.575,-73.999,Nan,Normal,1
40.575,-74.0,Brooklyn,Normal,1
40.575,-74.001,Nan,Normal,1
40.575,-74.005,Nan,Normal,1
40.575,-74.105,Nan,Normal,1
40.575,-74.118,Nan,Normal,1
40.575,-74.162,Nan,Normal,1
40.575,-74.19,Nan,Normal,1
40.576,-73.849,Queens,Normal,1
40.576,-73.855,Queens,Normal,1
40.576,-73.948,Brooklyn,Normal,1
40.576,-73.964,Brooklyn,Hot Spot,2
40.576,-73.969,Brooklyn,Normal,1
40.576,-73.97,Nan,Normal,1
40.576,-73.971,Nan,Normal,1
40.576,-73.982,Brooklyn,Normal,1
40.576,-73.986,Brooklyn,Normal,1
40.576,-73.987,Nan,Normal,1
40.576,-73.988,Nan,Normal,1
40.576,-73.99,Brooklyn,Normal,1
40.576,-73.99,Nan,Normal,1
40.576,-73.993,Nan,Normal,1
40.576,-73.994,Nan,Normal,1
40.576,-74.01,Brooklyn,Normal,1
40.576,-74.104,Staten Island,Normal,1
40.576,-74.124,Staten Island,Normal,1
40.576,-74.126,Nan,Normal,1
40.576,-74.127,Staten Island,Normal,1
40.576,-74.167,Nan,Normal,1
40.576,-74.17,Nan,Hot Spot,2
40.577,-73.852,Queens,Normal,1
40.577,-73.954,Brooklyn,Normal,1
40.577,-73.954,Nan,Normal,1
40.577,-73.957,Brooklyn,Normal,1
40.577,-73.962,Brooklyn,Normal,1
40.577,-73.962,Nan,Normal,1
40.577,-73.964,Brooklyn,Normal,1
40.577,-73.966,Brooklyn,Hot Spot,2
40.577,-73.966,Nan,Normal,1
40.577,-73.982,Brooklyn,Hot Spot,3
40.577,-73.983,Nan,Normal,1
40.577,-73.985,Brooklyn,Normal,1
40.577,-74.0,Nan,Normal,1
40.577,-74.001,Brooklyn,Normal,1
40.577,-74.002,Brooklyn,Normal,1
40.577,-74.103,Nan,Normal,1
40.577,-74.103,Staten Island,Normal,1
40.577,-74.104,Nan,Normal,1
40.577,-74.104,Staten Island,Hot Spot,4
40.577,-74.116,Nan,Normal,1
40.577,-74.118,Staten Island,Normal,1
40.577,-74.17,Nan,Hot Spot,2
40.578,-73.944,Brooklyn,Normal,1
40.578,-73.956,Nan,Normal,1
40.578,-73.957,Brooklyn,Normal,1
40.578,-73.961,Brooklyn,Normal,1
40.578,-73.961,Nan,Normal,1
40.578,-73.963,Brooklyn,Normal,1
40.578,-73.992,Brooklyn,Normal,1
40.578,-73.992,Nan,Normal,1
40.578,-73.998,Brooklyn,Normal,1
40.578,-73.998,Nan,Normal,1
40.578,-74.006,Brooklyn,Normal,1
40.578,-74.102,Staten Island,Hot Spot,2
40.579,-73.954,Brooklyn,Normal,1
40.579,-73.964,Brooklyn,Normal,1
40.579,-73.967,Brooklyn,Normal,1
40.579,-73.976,Brooklyn,Normal,1
40.579,-73.98,Nan,Normal,1
40.579,-73.982,Nan,Normal,1
40.579,-73.983,Brooklyn,Normal,1
40.579,-73.983,Nan,Normal,1
40.579,-73.984,Brooklyn,Normal,1
40.579,-73.984,Nan,Normal,1
40.579,-73.985,Brooklyn,Hot Spot,3
40.579,-73.985,Nan,Hot Spot,3
40.579,-73.987,Brooklyn,Normal,1
40.579,-73.988,Brooklyn,Normal,1
40.579,-73.988,Nan,Hot Spot,2
40.579,-74.078,Staten Island,Normal,1
40.579,-74.102,Staten Island,Normal,1
40.579,-74.115,Nan,Normal,1
40.579,-74.115,Staten Island,Normal,1
40.579,-74.169,Nan,Hot Spot,2
40.579,-74.17,Nan,Normal,1
40.58,-73.837,Queens,Hot Spot,2
40.58,-73.945,Brooklyn,Normal,1
40.58,-73.953,Brooklyn,Normal,1
40.58,-73.968,Nan,Normal,1
40.58,-73.971,Brooklyn,Normal,1
40.58,-73.972,Brooklyn,Normal,1
40.58,-73.972,Nan,Normal,1
40.58,-73.976,Brooklyn,Normal,1
40.58,-73.976,Nan,Hot Spot,2
40.58,-74.1,Staten Island,Normal,1
40.58,-74.104,Staten Island,Normal,1
40.581,-73.937,Brooklyn,Normal,1
40.581,-73.965,Nan,Hot Spot,2
40.581,-73.986,Brooklyn,Hot Spot,2
40.581,-74.002,Brooklyn,Normal,1
40.581,-74.002,Nan,Normal,1
40.581,-74.098,Staten Island,Normal,1
40.581,-74.107,Staten Island,Normal,1
40.581,-74.108,Staten Island,Normal,1
40.582,-73.83,Queens,Normal,1
40.582,-73.954,Brooklyn,Normal,1
40.582,-73.957,Brooklyn,Normal,1
40.582,-73.961,Nan,Normal,1
40.582,-73.962,Nan,Normal,1
40.582,-73.967,Brooklyn,Normal,1
40.582,-73.986,Brooklyn,Hot Spot,2
40.582,-73.986,Nan,Normal,1
40.582,-74.075,Staten Island,Normal,1
40.582,-74.102,Staten Island,Normal,1
40.582,-74.158,Nan,Normal,1
40.582,-74.169,Nan,Hot Spot,2
40.583,-73.835,Queens,Normal,1
40.583,-73.951,Brooklyn,Normal,1
40.583,-73.954,Brooklyn,Hot Spot,2
40.583,-73.957,Brooklyn,Normal,1
40.583,-73.96,Brooklyn,Normal,1
40.583,-73.965,Nan,Normal,1
40.583,-73.971,Nan,Normal,1
40.583,-73.973,Nan,Hot Spot,3
40.583,-73.975,Brooklyn,Normal,1
40.583,-73.975,Nan,Normal,1
40.583,-73.979,Nan,Normal,1
40.583,-73.982,Nan,Normal,1
40.583,-74.096,Staten Island,Normal,1
40.583,-74.1,Staten Island,Normal,1
40.583,-74.13,Nan,Hot Spot,2
40.583,-74.13,Staten Island,Normal,1
40.584,-73.813,Queens,Normal,1
40.584,-73.823,Nan,Normal,1
40.584,-73.826,Queens,Normal,1
40.584,-73.894,Nan,Hot Spot,2
40.584,-73.923,Nan,Hot Spot,2
40.584,-73.925,Nan,Hot Spot,3
40.584,-73.927,Nan,Normal,1
40.584,-73.943,Brooklyn,Normal,1
40.584,-73.945,Nan,Normal,1
40.584,-73.958,Brooklyn,Normal,1
40.584,-73.962,Nan,Normal,1
40.584,-73.964,Nan,Hot Spot,2
40.584,-73.969,Brooklyn,Normal,1
40.584,-73.971,Brooklyn,Normal,1
40.584,-73.971,Nan,Normal,1
40.584,-73.982,Brooklyn,Normal,1
40.584,-73.983,Nan,Normal,1
40.584,-73.984,Nan,Hot Spot,5
40.584,-73.986,Nan,Normal,1
40.584,-73.987,Nan,Normal,1
40.584,-74.095,Staten Island,Normal,1
40.584,-74.165,Nan,Normal,1
40.585,-73.819,Queens,Normal,1
40.585,-73.826,Queens,Normal,1
40.585,-73.914,Nan,Hot Spot,2
40.585,-73.916,Nan,Normal,1
40.585,-73.927,Nan,Normal,1
40.585,-73.929,Nan,Hot Spot,2
40.585,-73.942,Nan,Hot Spot,2
40.585,-73.947,Nan,Hot Spot,2
40.585,-73.951,Nan,Normal,1
40.585,-73.953,Nan,Hot Spot,2
40.585,-73.956,Nan,Hot Spot,6
40.585,-73.958,Nan,Hot Spot,2
40.585,-73.963,Nan,Normal,1
40.585,-73.967,Brooklyn,Normal,1
40.585,-73.969,Brooklyn,Normal,1
40.585,-73.972,Nan,Normal,1
40.585,-73.987,Brooklyn,Hot Spot,3
40.585,-73.987,Nan,Normal,1
40.585,-74.093,Nan,Normal,1
40.585,-74.093,Staten Island,Normal,1
40.585,-74.096,Staten Island,Normal,1
40.585,-74.102,Staten Island,Normal,1
40.585,-74.148,Nan,Normal,1
40.585,-74.169,Nan,Normal,1
40.586,-73.807,Queens,Normal,1
40.586,-73.813,Nan,Normal,1
40.586,-73.817,Nan,Normal,1
40.586,-73.817,Queens,Normal,1
40.586,-73.913,Nan,Hot Spot,2
40.586,-73.934,Nan,Hot Spot,2
40.586,-73.938,Nan,Hot Spot,2
40.586,-73.95,Brooklyn,Normal,1
40.586,-73.952,Brooklyn,Hot Spot,2
40.586,-73.955,Nan,Normal,1
40.586,-73.957,Brooklyn,Normal,1
40.586,-73.972,Nan,Hot Spot,2
40.586,-73.986,Brooklyn,Normal,1
40.586,-73.991,Nan,Hot Spot,2
40.586,-74.07,Staten Island,Normal,1
40.586,-74.105,Nan,Normal,1
40.586,-74.169,Nan,Normal,1
40.587,-73.812,Queens,Normal,1
40.587,-73.817,Queens,Hot Spot,2
40.587,-73.911,Nan,Normal,1
40.587,-73.939,Brooklyn,Normal,1
40.587,-73.952,Brooklyn,Normal,1
40.587,-73.959,Brooklyn,Normal,1
40.587,-73.96,Nan,Normal,1
40.587,-73.964,Brooklyn,Normal,1
40.587,-73.971,Brooklyn,Normal,1
40.587,-73.983,Nan,Normal,1
40.587,-74.094,Nan,Normal,1
40.587,-74.103,Staten Island,Normal,1
40.587,-74.154,Nan,Normal,1
40.587,-74.16,Nan,Normal,1
40.587,-74.192,Nan,Normal,1
40.588,-73.804,Nan,Normal,1
40.588,-73.807,Queens,Normal,1
40.588,-73.811,Nan,Normal,1
40.588,-73.816,Queens,Normal,1
40.588,-73.937,Brooklyn,Normal,1
40.588,-73.949,Brooklyn,Normal,1
40.588,-73.952,Brooklyn,Normal,1
40.588,-73.955,Brooklyn,Hot Spot,2
40.588,-73.956,Brooklyn,Normal,1
40.588,-73.96,Brooklyn,Normal,1
40.588,-73.963,Brooklyn,Hot Spot,2
40.588,-73.972,Brooklyn,Normal,1
40.588,-73.973,Nan,Normal,1
40.588,-74.161,Nan,Normal,1
40.588,-74.166,Nan,Normal,1
40.588,-74.168,Nan,Normal,1
40.589,-73.801,Queens,Normal,1
40.589,-73.806,Queens,Normal,1
40.589,-73.811,Nan,Normal,1
40.589,-73.816,Queens,Normal,1
40.589,-73.909,Nan,Normal,1
40.589,-73.943,Brooklyn,Normal,1
40.589,-73.948,Brooklyn,Normal,1
40.589,-73.96,Nan,Normal,1
40.589,-73.961,Brooklyn,Normal,1
40.589,-73.966,Brooklyn,Normal,1
40.589,-73.966,Nan,Normal,1
40.589,-73.981,Brooklyn,Normal,1
40.589,-73.984,Nan,Normal,1
40.589,-73.987,Brooklyn,Normal,1
40.589,-74.095,Staten Island,Normal,1
40.589,-74.139,Nan,Normal,1
40.589,-74.139,Staten Island,Normal,1
40.589,-74.146,Nan,Hot Spot,3
40.589,-74.168,Nan,Hot Spot,2
40.59,-73.786,Queens,Normal,1
40.59,-73.798,Queens,Normal,1
40.59,-73.922,Brooklyn,Normal,1
40.59,-73.954,Brooklyn,Normal,1
40.59,-73.959,Brooklyn,Hot Spot,2
40.59,-73.96,Brooklyn,Normal,1
40.59,-73.965,Brooklyn,Normal,1
40.59,-73.974,Brooklyn,Hot Spot,3
40.59,-73.994,Brooklyn,Normal,1
40.59,-74.098,Nan,Normal,1
40.59,-74.098,Staten Island,Normal,1
40.59,-74.166,Nan,Normal,1
40.591,-73.786,Queens,Normal,1
40.591,-73.789,Queens,Normal,1
40.591,-73.805,Nan,Normal,1
40.591,-73.944,Brooklyn,Normal,1
40.591,-73.949,Brooklyn,Normal,1
40.591,-73.95,Brooklyn,Normal,1
40.591,-73.978,Brooklyn,Normal,1
40.591,-73.992,Brooklyn,Normal,1
40.591,-73.994,Nan,Normal,1
40.591,-73.995,Brooklyn,Normal,1
40.591,-74.102,Staten Island,Normal,1
40.591,-74.165,Nan,Normal,1
40.591,-74.166,Nan,Normal,1
40.592,-73.934,Brooklyn,Hot Spot,2
40.592,-73.94,Brooklyn,Normal,1
40.592,-73.958,Brooklyn,Hot Spot,3
40.592,-73.959,Brooklyn,Normal,1
40.592,-73.961,Brooklyn,Normal,1
40.592,-73.963,Brooklyn,Normal,1
40.592,-73.967,Brooklyn,Normal,1
40.592,-73.97,Brooklyn,Normal,1
40.592,-73.977,Nan,Normal,1
40.592,-73.991,Brooklyn,Normal,1
40.592,-73.993,Brooklyn,Normal,1
40.592,-73.994,Nan,Normal,1
40.592,-73.995,Brooklyn,Normal,1
40.592,-73.995,Nan,Normal,1
40.592,-74.101,Staten Island,Normal,1
40.592,-74.127,Staten Island,Normal,1
40.592,-74.136,Nan,Normal,1
40.592,-74.154,Nan,Normal,1
40.593,-73.753,Queens,Normal,1
40.593,-73.773,Queens,Normal,1
40.593,-73.779,Nan,Normal,1
40.593,-73.783,Queens,Normal,1
40.593,-73.792,Queens,Normal,1
40.593,-73.795,Nan,Normal,1
40.593,-73.796,Queens,Normal,1
40.593,-73.904,Brooklyn,Hot Spot,4
40.593,-73.908,Nan,Hot Spot,4
40.593,-73.935,Brooklyn,Normal,1
40.593,-73.944,Brooklyn,Normal,1
40.593,-73.951,Brooklyn,Normal,1
40.593,-73.957,Brooklyn,Normal,1
40.593,-73.965,Brooklyn,Normal,1
40.593,-73.965,Nan,Normal,1
40.593,-73.989,Nan,Normal,1
40.593,-73.996,Brooklyn,Normal,1
40.593,-74.076,Staten Island,Normal,1
40.593,-74.1,Staten Island,Normal,1
40.593,-74.156,Nan,Normal,1
40.593,-74.159,Nan,Normal,1
40.594,-73.76,Queens,Normal,1
40.594,-73.77,Queens,Normal,1
40.594,-73.774,Queens,Normal,1
40.594,-73.778,Queens,Normal,1
40.594,-73.783,Queens,Normal,1
40.594,-73.784,Queens,Normal,1
40.594,-73.792,Queens,Normal,1
40.594,-73.796,Queens,Normal,1
40.594,-73.797,Queens,Normal,1
40.594,-73.908,Nan,Normal,1
40.594,-73.938,Brooklyn,Normal,1
40.594,-73.939,Brooklyn,Normal,1
40.594,-73.949,Brooklyn,Normal,1
40.594,-73.957,Brooklyn,Hot Spot,2
40.594,-73.961,Brooklyn,Normal,1
40.594,-73.974,Brooklyn,Normal,1
40.594,-73.979,Brooklyn,Normal,1
40.594,-73.991,Nan,Normal,1
40.594,-73.996,Nan,Hot Spot,2
40.594,-74.063,Staten Island,Normal,1
40.594,-74.077,Staten Island,Normal,1
40.594,-74.081,Staten Island,Normal,1
40.594,-74.087,Staten Island,Normal,1
40.594,-74.099,Nan,Normal,1
40.595,-73.753,Queens,Normal,1
40.595,-73.754,Queens,Hot Spot,2
40.595,-73.756,Nan,Normal,1
40.595,-73.756,Queens,Normal,1
40.595,-73.758,Queens,Normal,1
40.595,-73.762,Queens,Normal,1
40.595,-73.769,Nan,Normal,1
40.595,-73.77,Queens,Normal,1
40.595,-73.779,Queens,Normal,1
40.595,-73.78,Queens,Normal,1
40.595,-73.786,Nan,Normal,1
40.595,-73.801,Queens,Normal,1
40.595,-73.909,Nan,Normal,1
40.595,-73.933,Brooklyn,Normal,1
40.595,-73.95,Brooklyn,Normal,1
40.595,-73.951,Brooklyn,Normal,1
40.595,-73.952,Brooklyn,Normal,1
40.595,-73.997,Nan,Hot Spot,3
40.595,-73.998,Nan,Normal,1
40.595,-74.001,Brooklyn,Normal,1
40.595,-74.07,Staten Island,Normal,1
40.595,-74.075,Staten Island,Normal,1
40.595,-74.162,Nan,Normal,1
40.596,-73.745,Queens,Normal,1
40.596,-73.747,Queens,Normal,1
40.596,-73.765,Queens,Hot Spot,2
40.596,-73.767,Nan,Normal,1
40.596,-73.767,Queens,Hot Spot,2
40.596,-73.771,Queens,Normal,1
40.596,-73.772,Queens,Normal,1
40.596,-73.798,Queens,Normal,1
40.596,-73.908,Nan,Normal,1
40.596,-73.937,Brooklyn,Normal,1
40.596,-73.939,Brooklyn,Normal,1
40.596,-73.943,Brooklyn,Normal,1
40.596,-73.95,Brooklyn,Normal,1
40.596,-73.965,Brooklyn,Normal,1
40.596,-73.965,Nan,Normal,1
40.596,-73.983,Brooklyn,Normal,1
40.596,-73.989,Brooklyn,Normal,1
40.596,-74.0,Brooklyn,Normal,1
40.596,-74.068,Nan,Normal,1
40.596,-74.068,Staten Island,Normal,1
40.597,-73.744,Nan,Normal,1
40.597,-73.747,Queens,Normal,1
40.597,-73.749,Queens,Normal,1
40.597,-73.762,Queens,Normal,1
40.597,-73.767,Nan,Normal,1
40.597,-73.775,Queens,Normal,1
40.597,-73.908,Brooklyn,Normal,1
40.597,-73.908,Nan,Normal,1
40.597,-73.933,Brooklyn,Normal,1
40.597,-73.941,Brooklyn,Normal,1
40.597,-73.962,Brooklyn,Normal,1
40.597,-73.973,Brooklyn,Hot Spot,2
40.597,-73.974,Brooklyn,Normal,1
40.597,-73.988,Brooklyn,Normal,1
40.597,-73.99,Nan,Normal,1
40.597,-73.996,Brooklyn,Normal,1
40.597,-73.999,Brooklyn,Hot Spot,2
40.597,-74.002,Nan,Hot Spot,3
40.597,-74.062,Staten Island,Normal,1
40.597,-74.068,Nan,Normal,1
40.597,-74.07,Staten Island,Normal,1
40.597,-74.083,Nan,Normal,1
40.597,-74.093,Staten Island,Hot Spot,3
40.597,-74.165,Nan,Normal,1
40.598,-73.748,Queens,Normal,1
40.598,-73.753,Nan,Normal,1
40.598,-73.783,Queens,Normal,1
40.598,-73.906,Nan,Normal,1
40.598,-73.931,Brooklyn,Normal,1
40.598,-73.941,Brooklyn,Hot Spot,2
40.598,-73.948,Brooklyn,Normal,1
40.598,-73.96,Brooklyn,Normal,1
40.598,-73.965,Brooklyn,Normal,1
40.598,-73.967,Nan,Normal,1
40.598,-73.976,Brooklyn,Normal,1
40.598,-74.075,Nan,Normal,1
40.598,-74.077,Staten Island,Normal,1
40.598,-74.078,Staten Island,Normal,1
40.598,-74.084,Staten Island,Normal,1
40.598,-74.093,Staten Island,Normal,1
40.598,-74.141,Nan,Normal,1
40.599,-73.745,Nan,Normal,1
40.599,-73.749,Nan,Normal,1
40.599,-73.766,Queens,Normal,1
40.599,-73.799,Queens,Normal,1
40.599,-73.905,Nan,Normal,1
40.599,-73.911,Brooklyn,Normal,1
40.599,-73.93,Brooklyn,Normal,1
40.599,-73.951,Brooklyn,Normal,1
40.599,-73.956,Brooklyn,Normal,1
40.599,-73.969,Brooklyn,Normal,1
40.599,-73.974,Brooklyn,Normal,1
40.599,-73.997,Brooklyn,Normal,1
40.599,-73.997,Nan,Normal,1
40.599,-73.998,Brooklyn,Normal,1
40.599,-74.069,Staten Island,Normal,1
40.6,-73.747,Queens,Normal,1
40.6,-73.75,Queens,Normal,1
40.6,-73.754,Nan,Normal,1
40.6,-73.754,Queens,Normal,1
40.6,-73.757,Nan,Normal,1
40.6,-73.761,Queens,Normal,1
40.6,-73.764,Queens,Normal,1
40.6,-73.903,Nan,Normal,1
40.6,-73.942,Nan,Normal,1
40.6,-73.947,Brooklyn,Hot Spot,2
40.6,-73.949,Brooklyn,Normal,1
40.6,-73.961,Brooklyn,Normal,1
40.6,-73.965,Brooklyn,Normal,1
40.6,-73.985,Brooklyn,Normal,1
40.6,-73.988,Brooklyn,Normal,1
40.6,-73.99,Brooklyn,Hot Spot,2
40.6,-73.991,Nan,Normal,1
40.6,-74.003,Brooklyn,Normal,1
40.6,-74.067,Nan,Normal,1
40.6,-74.178,Nan,Normal,1
40.601,-73.751,Queens,Normal,1
40.601,-73.752,Queens,Normal,1
40.601,-73.754,Queens,Normal,1
40.601,-73.756,Nan,Normal,1
40.601,-73.756,Queens,Normal,1
40.601,-73.758,Queens,Normal,1
40.601,-73.76,Queens,Normal,1
40.601,-73.761,Queens,Normal,1
40.601,-73.762,Queens,Normal,1
40.601,-73.767,Queens,Normal,1
40.601,-73.768,Queens,Hot Spot,2
40.601,-73.902,Nan,Normal,1
40.601,-73.937,Brooklyn,Normal,1
40.601,-73.941,Brooklyn,Hot Spot,2
40.601,-73.951,Brooklyn,Normal,1
40.601,-73.952,Brooklyn,Normal,1
40.601,-73.959,Brooklyn,Hot Spot,2
40.601,-73.969,Brooklyn,Normal,1
40.601,-73.978,Brooklyn,Normal,1
40.601,-73.978,Nan,Normal,1
40.601,-73.983,Brooklyn,Normal,1
40.601,-73.986,Brooklyn,Normal,1
40.601,-73.991,Brooklyn,Normal,1
40.601,-73.992,Nan,Normal,1
40.601,-73.993,Brooklyn,Normal,1
40.601,-73.997,Brooklyn,Normal,1
40.601,-74.01,Nan,Hot Spot,5
40.601,-74.081,Staten Island,Normal,1
40.601,-74.093,Staten Island,Normal,1
40.601,-74.167,Nan,Normal,1
40.601,-74.177,Nan,Normal,1
40.602,-73.752,Nan,Normal,1
40.602,-73.753,Queens,Normal,1
40.602,-73.754,Queens,Normal,1
40.602,-73.76,Queens,Normal,1
40.602,-73.935,Nan,Normal,1
40.602,-73.936,Brooklyn,Normal,1
