center_lat,center_lon,borough,hotspot_type,score
40.703,-73.912,Nan,Normal,1
40.703,-73.914,Brooklyn,Normal,1
40.703,-73.921,Brooklyn,Normal,1
40.703,-73.925,Brooklyn,Hot Spot,3
40.703,-73.926,Nan,Normal,1
40.703,-73.93,Nan,Normal,1
40.703,-73.934,Brooklyn,Normal,1
40.703,-73.937,Nan,Normal,1
40.703,-73.944,Brooklyn,Normal,1
40.703,-73.945,Brooklyn,Normal,1
40.703,-73.946,Brooklyn,Hot Spot,3
40.703,-73.95,Brooklyn,Normal,1
40.703,-73.96,Brooklyn,Hot Spot,2
40.703,-73.961,Nan,Hot Spot,2
40.703,-73.965,Brooklyn,Normal,1
40.703,-73.991,Brooklyn,Hot Spot,2
40.703,-74.012,Manhattan,Normal,1
40.704,-73.747,Queens,Normal,1
40.704,-73.765,Nan,Normal,1
40.704,-73.766,Queens,Normal,1
40.704,-73.77,Nan,Normal,1
40.704,-73.778,Queens,Normal,1
40.704,-73.781,Queens,Normal,1
40.704,-73.786,Queens,Normal,1
40.704,-73.788,Nan,Normal,1
40.704,-73.793,Queens,Hot Spot,2
40.704,-73.798,Queens,Normal,1
40.704,-73.8,Queens,Normal,1
40.704,-73.803,Queens,Normal,1
40.704,-73.807,Queens,Normal,1
40.704,-73.808,Queens,Normal,1
40.704,-73.811,Queens,Normal,1
40.704,-73.814,Queens,Normal,1
40.704,-73.816,Nan,Normal,1
40.704,-73.816,Queens,Normal,1
40.704,-73.817,Nan,Hot Spot,2
40.704,-73.854,Nan,Normal,1
40.704,-73.856,Queens,Normal,1
40.704,-73.876,Queens,Normal,1
40.704,-73.885,Queens,Normal,1
40.704,-73.89,Queens,Normal,1
40.704,-73.891,Queens,Normal,1
40.704,-73.894,Queens,Normal,1
40.704,-73.896,Nan,Normal,1
40.704,-73.898,Queens,Normal,1
40.704,-73.901,Queens,Normal,1
40.704,-73.902,Queens,Normal,1
40.704,-73.915,Nan,Normal,1
40.704,-73.919,Brooklyn,Hot Spot,2
40.704,-73.919,Nan,Normal,1
40.704,-73.929,Brooklyn,Normal,1
40.704,-73.93,Nan,Normal,1
40.704,-73.931,Brooklyn,Normal,1
40.704,-73.938,Brooklyn,Normal,1
40.704,-73.943,Brooklyn,Hot Spot,2
40.704,-73.948,Nan,Normal,1
40.704,-73.949,Brooklyn,Normal,1
40.704,-73.951,Brooklyn,Normal,1
40.704,-73.96,Nan,Normal,1
40.704,-73.967,Brooklyn,Normal,1
40.704,-73.988,Brooklyn,Normal,1
40.704,-74.012,Manhattan,Normal,1
40.704,-74.014,Manhattan,Normal,1
40.705,-73.727,Nan,Normal,1
40.705,-73.738,Queens,Normal,1
40.705,-73.759,Queens,Normal,1
40.705,-73.776,Nan,Hot Spot,2
40.705,-73.78,Nan,Normal,1
40.705,-73.781,Queens,Normal,1
40.705,-73.785,Nan,Normal,1
40.705,-73.795,Queens,Normal,1
40.705,-73.796,Queens,Normal,1
40.705,-73.797,Nan,Normal,1
40.705,-73.797,Queens,Normal,1
40.705,-73.8,Queens,Normal,1
40.705,-73.801,Queens,Normal,1
40.705,-73.81,Queens,Normal,1
40.705,-73.817,Nan,Normal,1
40.705,-73.837,Queens,Normal,1
40.705,-73.856,Nan,Normal,1
40.705,-73.857,Nan,Normal,1
40.705,-73.858,Queens,Normal,1
40.705,-73.86,Queens,Normal,1
40.705,-73.861,Queens,Normal,1
40.705,-73.868,Nan,Normal,1
40.705,-73.872,Queens,Normal,1
40.705,-73.875,Queens,Normal,1
40.705,-73.883,Queens,Normal,1
40.705,-73.892,Queens,Normal,1
40.705,-73.902,Nan,Normal,1
40.705,-73.903,Queens,Normal,1
40.705,-73.906,Queens,Hot Spot,2
40.705,-73.908,Queens,Hot Spot,2
40.705,-73.911,Queens,Hot Spot,2
40.705,-73.915,Nan,Normal,1
40.705,-73.917,Nan,Hot Spot,2
40.705,-73.925,Brooklyn,Normal,1
40.705,-73.929,Nan,Normal,1
40.705,-73.932,Brooklyn,Normal,1
40.705,-73.933,Brooklyn,Normal,1
40.705,-73.939,Nan,Normal,1
40.705,-73.949,Brooklyn,Normal,1
40.705,-73.95,Brooklyn,Hot Spot,2
40.705,-73.959,Nan,Hot Spot,2
40.705,-73.965,Nan,Normal,1
40.705,-74.007,Manhattan,Normal,1
40.705,-74.01,Nan,Normal,1
40.705,-74.016,Manhattan,Normal,1
40.706,-73.728,Queens,Normal,1
40.706,-73.734,Queens,Normal,1
40.706,-73.739,Queens,Normal,1
40.706,-73.74,Queens,Normal,1
40.706,-73.75,Queens,Normal,1
40.706,-73.752,Queens,Normal,1
40.706,-73.76,Nan,Hot Spot,2
40.706,-73.793,Queens,Normal,1
40.706,-73.794,Nan,Normal,1
40.706,-73.8,Queens,Normal,1
40.706,-73.808,Nan,Normal,1
40.706,-73.81,Queens,Normal,1
40.706,-73.813,Queens,Normal,1
40.706,-73.817,Queens,Normal,1
40.706,-73.818,Nan,Hot Spot,2
40.706,-73.827,Queens,Normal,1
40.706,-73.829,Queens,Normal,1
40.706,-73.832,Queens,Normal,1
40.706,-73.857,Queens,Normal,1
40.706,-73.858,Queens,Normal,1
40.706,-73.877,Queens,Normal,1
40.706,-73.897,Queens,Hot Spot,2
40.706,-73.91,Queens,Normal,1
40.706,-73.913,Queens,Hot Spot,2
40.706,-73.916,Brooklyn,Normal,1
40.706,-73.916,Nan,Normal,1
40.706,-73.932,Nan,Normal,1
40.706,-73.941,Brooklyn,Normal,1
40.706,-73.945,Brooklyn,Normal,1
40.706,-73.964,Brooklyn,Normal,1
40.706,-74.006,Manhattan,Normal,1
40.706,-74.006,Nan,Normal,1
40.706,-74.007,Nan,Normal,1
40.706,-74.008,Manhattan,Normal,1
40.706,-74.009,Manhattan,Normal,1
40.706,-74.013,Manhattan,Normal,1
40.707,-73.751,Queens,Hot Spot,2
40.707,-73.754,Queens,Normal,1
40.707,-73.756,Queens,Normal,1
40.707,-73.759,Queens,Normal,1
40.707,-73.763,Queens,Normal,1
40.707,-73.773,Nan,Normal,1
40.707,-73.784,Queens,Normal,1
40.707,-73.789,Nan,Normal,1
40.707,-73.789,Queens,Normal,1
40.707,-73.79,Nan,Normal,1
40.707,-73.791,Queens,Normal,1
40.707,-73.8,Queens,Normal,1
40.707,-73.802,Queens,Normal,1
40.707,-73.809,Queens,Hot Spot,2
40.707,-73.832,Queens,Normal,1
40.707,-73.835,Queens,Normal,1
40.707,-73.855,Queens,Normal,1
40.707,-73.896,Queens,Normal,1
40.707,-73.903,Queens,Normal,1
40.707,-73.908,Queens,Normal,1
40.707,-73.909,Queens,Normal,1
40.707,-73.918,Brooklyn,Normal,1
40.707,-73.923,Nan,Normal,1
40.707,-73.924,Nan,Hot Spot,3
40.707,-73.94,Brooklyn,Normal,1
40.707,-73.941,Brooklyn,Normal,1
40.707,-73.942,Brooklyn,Hot Spot,3
40.707,-73.942,Nan,Normal,1
40.707,-73.945,Brooklyn,Hot Spot,2
40.707,-73.948,Brooklyn,Hot Spot,2
40.707,-73.95,Brooklyn,Normal,1
40.707,-73.952,Brooklyn,Normal,1
40.707,-73.954,Brooklyn,Normal,1
40.707,-73.957,Brooklyn,Normal,1
40.707,-73.963,Brooklyn,Hot Spot,2
40.707,-73.965,Brooklyn,Normal,1
40.707,-73.968,Brooklyn,Normal,1
40.707,-74.007,Manhattan,Normal,1
40.707,-74.008,Manhattan,Normal,1
40.707,-74.013,Manhattan,Normal,1
40.707,-74.014,Manhattan,Normal,1
40.707,-74.016,Manhattan,Normal,1
40.707,-74.017,Manhattan,Normal,1
40.708,-73.728,Queens,Normal,1
40.708,-73.745,Queens,Hot Spot,2
40.708,-73.768,Queens,Normal,1
40.708,-73.769,Queens,Normal,1
40.708,-73.781,Nan,Normal,1
40.708,-73.783,Queens,Normal,1
40.708,-73.784,Nan,Hot Spot,3
40.708,-73.785,Queens,Normal,1
40.708,-73.792,Queens,Normal,1
40.708,-73.793,Nan,Normal,1
40.708,-73.793,Queens,Hot Spot,2
40.708,-73.796,Queens,Normal,1
40.708,-73.801,Queens,Normal,1
40.708,-73.803,Queens,Hot Spot,3
40.708,-73.813,Queens,Normal,1
40.708,-73.828,Queens,Normal,1
40.708,-73.832,Queens,Normal,1
40.708,-73.837,Queens,Normal,1
40.708,-73.843,Nan,Normal,1
40.708,-73.848,Nan,Normal,1
40.708,-73.851,Queens,Normal,1
40.708,-73.872,Queens,Normal,1
40.708,-73.906,Queens,Normal,1
40.708,-73.909,Queens,Normal,1
40.708,-73.919,Nan,Normal,1
40.708,-73.919,Queens,Normal,1
40.708,-73.922,Brooklyn,Normal,1
40.708,-73.923,Brooklyn,Normal,1
40.708,-73.924,Brooklyn,Hot Spot,2
40.708,-73.924,Nan,Normal,1
40.708,-73.925,Brooklyn,Normal,1
40.708,-73.932,Nan,Normal,1
40.708,-73.939,Brooklyn,Normal,1
40.708,-73.939,Nan,Normal,1
40.708,-73.94,Brooklyn,Hot Spot,2
40.708,-73.941,Brooklyn,Normal,1
40.708,-73.943,Brooklyn,Normal,1
40.708,-73.943,Nan,Normal,1
40.708,-73.944,Brooklyn,Normal,1
40.708,-73.947,Brooklyn,Normal,1
40.708,-73.948,Nan,Normal,1
40.708,-73.951,Brooklyn,Normal,1
40.708,-73.952,Brooklyn,Normal,1
40.708,-73.954,Brooklyn,Normal,1
40.708,-73.956,Brooklyn,Normal,1
40.708,-73.958,Brooklyn,Hot Spot,2
40.708,-73.961,Brooklyn,Hot Spot,3
40.708,-73.961,Nan,Normal,1
40.708,-73.964,Nan,Normal,1
40.708,-73.999,Manhattan,Normal,1
40.708,-73.999,Nan,Normal,1
40.708,-74.0,Nan,Normal,1
40.708,-74.001,Manhattan,Normal,1
40.708,-74.003,Manhattan,Normal,1
40.708,-74.004,Nan,Normal,1
40.708,-74.005,Nan,Normal,1
40.708,-74.008,Manhattan,Normal,1
40.708,-74.009,Manhattan,Normal,1
40.708,-74.011,Nan,Normal,1
40.708,-74.016,Manhattan,Normal,1
40.709,-73.732,Queens,Normal,1
40.709,-73.734,Queens,Normal,1
40.709,-73.748,Queens,Normal,1
40.709,-73.758,Nan,Normal,1
40.709,-73.777,Nan,Normal,1
40.709,-73.779,Queens,Normal,1
40.709,-73.789,Queens,Normal,1
40.709,-73.79,Queens,Normal,1
40.709,-73.794,Nan,Normal,1
40.709,-73.796,Queens,Normal,1
40.709,-73.798,Nan,Normal,1
40.709,-73.798,Queens,Hot Spot,2
40.709,-73.81,Queens,Normal,1
40.709,-73.813,Queens,Normal,1
40.709,-73.819,Queens,Normal,1
40.709,-73.82,Nan,Hot Spot,2
40.709,-73.844,Nan,Normal,1
40.709,-73.861,Queens,Normal,1
40.709,-73.863,Queens,Normal,1
40.709,-73.87,Nan,Hot Spot,3
40.709,-73.87,Queens,Normal,1
40.709,-73.872,Queens,Normal,1
40.709,-73.907,Queens,Normal,1
40.709,-73.909,Queens,Hot Spot,2
40.709,-73.915,Queens,Normal,1
40.709,-73.922,Brooklyn,Normal,1
40.709,-73.926,Brooklyn,Normal,1
40.709,-73.927,Brooklyn,Normal,1
40.709,-73.936,Brooklyn,Normal,1
40.709,-73.937,Brooklyn,Hot Spot,5
40.709,-73.94,Brooklyn,Hot Spot,2
40.709,-73.943,Brooklyn,Normal,1
40.709,-73.944,Brooklyn,Normal,1
40.709,-73.945,Brooklyn,Normal,1
40.709,-73.953,Brooklyn,Normal,1
40.709,-73.956,Brooklyn,Normal,1
40.709,-73.957,Brooklyn,Normal,1
40.709,-73.957,Nan,Hot Spot,3
40.709,-73.959,Brooklyn,Hot Spot,4
40.709,-73.961,Nan,Normal,1
40.709,-73.967,Brooklyn,Normal,1
40.709,-73.994,Nan,Normal,1
40.709,-73.996,Manhattan,Normal,1
40.709,-73.998,Nan,Hot Spot,3
40.709,-74.015,Nan,Normal,1
40.71,-73.752,Queens,Normal,1
40.71,-73.754,Nan,Normal,1
40.71,-73.765,Nan,Normal,1
40.71,-73.766,Queens,Normal,1
40.71,-73.769,Nan,Normal,1
40.71,-73.786,Queens,Normal,1
40.71,-73.789,Queens,Normal,1
40.71,-73.796,Queens,Hot Spot,2
40.71,-73.801,Queens,Normal,1
40.71,-73.805,Queens,Normal,1
40.71,-73.82,Nan,Hot Spot,2
40.71,-73.821,Nan,Hot Spot,2
40.71,-73.839,Nan,Normal,1
40.71,-73.84,Nan,Hot Spot,3
40.71,-73.86,Queens,Hot Spot,3
40.71,-73.865,Queens,Normal,1
40.71,-73.875,Queens,Normal,1
40.71,-73.899,Queens,Hot Spot,2
40.71,-73.9,Queens,Normal,1
40.71,-73.902,Queens,Normal,1
40.71,-73.903,Queens,Normal,1
40.71,-73.904,Queens,Normal,1
40.71,-73.905,Queens,Normal,1
40.71,-73.908,Queens,Hot Spot,2
40.71,-73.915,Queens,Normal,1
40.71,-73.937,Brooklyn,Hot Spot,3
40.71,-73.948,Brooklyn,Normal,1
40.71,-73.957,Brooklyn,Normal,1
40.71,-73.959,Brooklyn,Normal,1
40.71,-73.961,Nan,Normal,1
40.71,-73.962,Brooklyn,Normal,1
40.71,-73.964,Nan,Normal,1
40.71,-73.967,Brooklyn,Normal,1
40.71,-73.989,Nan,Normal,1
40.71,-73.992,Nan,Normal,1
40.71,-74.001,Manhattan,Normal,1
40.71,-74.004,Manhattan,Normal,1
40.71,-74.007,Manhattan,Normal,1
40.71,-74.01,Manhattan,Normal,1
40.71,-74.015,Manhattan,Normal,1
40.71,-74.015,Nan,Normal,1
40.711,-73.728,Nan,Hot Spot,11
40.711,-73.73,Queens,Normal,1
40.711,-73.731,Queens,Normal,1
40.711,-73.732,Queens,Normal,1
40.711,-73.746,Queens,Normal,1
40.711,-73.748,Queens,Normal,1
40.711,-73.76,Queens,Normal,1
40.711,-73.771,Queens,Hot Spot,2
40.711,-73.775,Queens,Normal,1
40.711,-73.794,Queens,Normal,1
40.711,-73.796,Queens,Hot Spot,3
40.711,-73.81,Queens,Normal,1
40.711,-73.837,Nan,Normal,1
40.711,-73.843,Queens,Normal,1
40.711,-73.856,Nan,Normal,1
40.711,-73.865,Queens,Normal,1
40.711,-73.871,Queens,Hot Spot,2
40.711,-73.9,Nan,Normal,1
40.711,-73.91,Queens,Normal,1
40.711,-73.916,Queens,Normal,1
40.711,-73.919,Queens,Normal,1
40.711,-73.92,Queens,Normal,1
40.711,-73.928,Brooklyn,Normal,1
40.711,-73.934,Brooklyn,Normal,1
40.711,-73.946,Brooklyn,Hot Spot,2
40.711,-73.95,Brooklyn,Normal,1
40.711,-73.951,Brooklyn,Hot Spot,2
40.711,-73.953,Brooklyn,Hot Spot,2
40.711,-73.954,Brooklyn,Normal,1
40.711,-73.955,Brooklyn,Normal,1
40.711,-73.955,Nan,Normal,1
40.711,-73.956,Nan,Normal,1
40.711,-73.958,Brooklyn,Normal,1
40.711,-73.958,Nan,Normal,1
40.711,-73.961,Brooklyn,Hot Spot,2
40.711,-73.964,Brooklyn,Normal,1
40.711,-73.967,Brooklyn,Normal,1
40.711,-73.968,Brooklyn,Normal,1
40.711,-73.969,Brooklyn,Normal,1
40.711,-73.979,Nan,Normal,1
40.711,-73.98,Nan,Normal,1
40.711,-73.981,Nan,Normal,1
40.711,-73.983,Nan,Normal,1
40.711,-73.985,Manhattan,Hot Spot,3
40.711,-74.009,Manhattan,Normal,1
40.711,-74.014,Manhattan,Hot Spot,2
40.711,-74.014,Nan,Normal,1
40.712,-73.73,Nan,Normal,1
40.712,-73.731,Nan,Normal,1
40.712,-73.731,Queens,Hot Spot,2
40.712,-73.737,Queens,Normal,1
40.712,-73.747,Nan,Normal,1
40.712,-73.769,Queens,Normal,1
40.712,-73.781,Queens,Normal,1
40.712,-73.785,Queens,Hot Spot,2
40.712,-73.787,Queens,Hot Spot,2
40.712,-73.788,Nan,Hot Spot,2
40.712,-73.791,Queens,Normal,1
40.712,-73.826,Queens,Normal,1
40.712,-73.836,Nan,Hot Spot,4
40.712,-73.859,Queens,Normal,1
40.712,-73.86,Nan,Normal,1
40.712,-73.86,Queens,Hot Spot,4
40.712,-73.861,Queens,Normal,1
40.712,-73.862,Queens,Hot Spot,2
40.712,-73.873,Queens,Normal,1
40.712,-73.884,Queens,Normal,1
40.712,-73.886,Queens,Hot Spot,2
40.712,-73.89,Queens,Normal,1
40.712,-73.905,Queens,Normal,1
40.712,-73.917,Queens,Hot Spot,2
40.712,-73.924,Brooklyn,Normal,1
40.712,-73.927,Nan,Normal,1
40.712,-73.936,Brooklyn,Normal,1
40.712,-73.938,Brooklyn,Normal,1
40.712,-73.942,Brooklyn,Normal,1
40.712,-73.942,Nan,Normal,1
40.712,-73.943,Brooklyn,Normal,1
40.712,-73.944,Brooklyn,Normal,1
40.712,-73.946,Brooklyn,Normal,1
40.712,-73.947,Brooklyn,Normal,1
40.712,-73.951,Brooklyn,Normal,1
40.712,-73.955,Nan,Normal,1
40.712,-73.956,Brooklyn,Normal,1
40.712,-73.957,Brooklyn,Normal,1
40.712,-73.958,Brooklyn,Normal,1
40.712,-73.964,Brooklyn,Normal,1
40.712,-73.966,Nan,Normal,1
40.712,-73.967,Brooklyn,Normal,1
40.712,-73.978,Manhattan,Normal,1
40.712,-73.994,Manhattan,Normal,1
40.712,-73.996,Manhattan,Normal,1
40.712,-74.006,Manhattan,Hot Spot,2
40.712,-74.009,Manhattan,Normal,1
40.712,-74.01,Manhattan,Normal,1
40.713,-73.729,Nan,Hot Spot,3
40.713,-73.734,Nan,Hot Spot,2
40.713,-73.736,Queens,Hot Spot,3
40.713,-73.737,Queens,Normal,1
40.713,-73.754,Queens,Hot Spot,2
40.713,-73.757,Nan,Normal,1
40.713,-73.763,Queens,Normal,1
40.713,-73.766,Nan,Normal,1
40.713,-73.767,Queens,Normal,1
40.713,-73.768,Queens,Normal,1
40.713,-73.772,Queens,Normal,1
40.713,-73.775,Queens,Normal,1
40.713,-73.777,Queens,Normal,1
40.713,-73.782,Queens,Hot Spot,3
40.713,-73.785,Queens,Normal,1
40.713,-73.824,Nan,Hot Spot,2
40.713,-73.829,Queens,Normal,1
40.713,-73.832,Queens,Normal,1
40.713,-73.833,Nan,Normal,1
40.713,-73.833,Queens,Normal,1
40.713,-73.835,Queens,Normal,1
40.713,-73.899,Queens,Normal,1
40.713,-73.901,Queens,Hot Spot,2
40.713,-73.903,Queens,Normal,1
40.713,-73.905,Nan,Normal,1
40.713,-73.905,Queens,Normal,1
40.713,-73.906,Queens,Hot Spot,2
40.713,-73.908,Queens,Normal,1
40.713,-73.915,Queens,Normal,1
40.713,-73.916,Nan,Normal,1
40.713,-73.922,Queens,Hot Spot,2
40.713,-73.926,Nan,Normal,1
40.713,-73.928,Brooklyn,Normal,1
40.713,-73.935,Brooklyn,Normal,1
40.713,-73.935,Nan,Normal,1
40.713,-73.936,Brooklyn,Hot Spot,3
40.713,-73.938,Brooklyn,Normal,1
40.713,-73.94,Brooklyn,Normal,1
40.713,-73.944,Brooklyn,Normal,1
40.713,-73.944,Nan,Normal,1
40.713,-73.949,Brooklyn,Normal,1
40.713,-73.958,Brooklyn,Hot Spot,3
40.713,-73.965,Brooklyn,Normal,1
40.713,-73.977,Nan,Normal,1
40.713,-73.978,Manhattan,Hot Spot,2
40.713,-73.988,Manhattan,Normal,1
40.713,-73.989,Manhattan,Hot Spot,2
40.713,-73.999,Manhattan,Hot Spot,2
40.713,-74.004,Manhattan,Normal,1
40.713,-74.004,Nan,Normal,1
40.714,-73.747,Queens,Normal,1
40.714,-73.748,Queens,Normal,1
40.714,-73.76,Queens,Normal,1
40.714,-73.777,Queens,Normal,1
40.714,-73.79,Queens,Normal,1
40.714,-73.807,Queens,Normal,1
40.714,-73.81,Queens,Normal,1
40.714,-73.815,Queens,Normal,1
40.714,-73.816,Queens,Normal,1
40.714,-73.822,Queens,Normal,1
40.714,-73.825,Nan,Normal,1
40.714,-73.857,Queens,Normal,1
40.714,-73.884,Queens,Normal,1
40.714,-73.898,Queens,Normal,1
40.714,-73.9,Queens,Normal,1
40.714,-73.918,Queens,Hot Spot,2
40.714,-73.919,Queens,Normal,1
40.714,-73.922,Queens,Normal,1
40.714,-73.923,Queens,Normal,1
40.714,-73.926,Brooklyn,Normal,1
40.714,-73.928,Brooklyn,Hot Spot,3
40.714,-73.934,Brooklyn,Normal,1
40.714,-73.935,Brooklyn,Hot Spot,3
40.714,-73.946,Brooklyn,Hot Spot,2
40.714,-73.949,Brooklyn,Normal,1
40.714,-73.949,Nan,Normal,1
40.714,-73.951,Brooklyn,Normal,1
40.714,-73.952,Brooklyn,Hot Spot,2
40.714,-73.953,Brooklyn,Hot Spot,2
40.714,-73.953,Nan,Hot Spot,5
40.714,-73.954,Brooklyn,Normal,1
40.714,-73.955,Nan,Normal,1
40.714,-73.961,Brooklyn,Normal,1
40.714,-73.962,Brooklyn,Normal,1
40.714,-73.967,Brooklyn,Hot Spot,2
40.714,-73.987,Manhattan,Normal,1
40.714,-73.989,Manhattan,Normal,1
40.714,-73.991,Manhattan,Normal,1
40.714,-73.994,Manhattan,Hot Spot,2
40.714,-73.995,Manhattan,Normal,1
40.714,-73.996,Manhattan,Hot Spot,2
40.714,-73.997,Manhattan,Normal,1
40.714,-73.999,Manhattan,Normal,1
40.714,-74.004,Nan,Normal,1
40.714,-74.014,Nan,Normal,1
40.715,-73.748,Queens,Normal,1
40.715,-73.749,Queens,Normal,1
40.715,-73.75,Queens,Normal,1
40.715,-73.751,Queens,Hot Spot,2
40.715,-73.754,Queens,Normal,1
40.715,-73.755,Queens,Normal,1
40.715,-73.757,Queens,Normal,1
40.715,-73.774,Queens,Normal,1
40.715,-73.775,Nan,Normal,1
40.715,-73.778,Nan,Normal,1
40.715,-73.793,Queens,Hot Spot,2
40.715,-73.81,Queens,Normal,1
40.715,-73.83,Nan,Hot Spot,3
40.715,-73.831,Nan,Normal,1
40.715,-73.832,Queens,Normal,1
40.715,-73.848,Queens,Normal,1
40.715,-73.887,Queens,Hot Spot,2
40.715,-73.9,Queens,Hot Spot,2
40.715,-73.901,Queens,Normal,1
40.715,-73.906,Queens,Normal,1
40.715,-73.913,Nan,Normal,1
40.715,-73.937,Brooklyn,Normal,1
40.715,-73.939,Brooklyn,Hot Spot,2
40.715,-73.942,Brooklyn,Normal,1
40.715,-73.943,Brooklyn,Hot Spot,3
40.715,-73.945,Brooklyn,Normal,1
40.715,-73.948,Brooklyn,Hot Spot,2
40.715,-73.951,Brooklyn,Normal,1
40.715,-73.952,Nan,Hot Spot,4
40.715,-73.953,Brooklyn,Normal,1
40.715,-73.957,Brooklyn,Normal,1
40.715,-73.958,Brooklyn,Normal,1
40.715,-73.959,Brooklyn,Hot Spot,2
40.715,-73.961,Brooklyn,Normal,1
40.715,-73.962,Brooklyn,Normal,1
40.715,-73.965,Brooklyn,Hot Spot,2
40.715,-73.976,Nan,Normal,1
40.715,-73.977,Manhattan,Normal,1
40.715,-73.982,Manhattan,Normal,1
40.715,-73.983,Manhattan,Hot Spot,2
40.715,-73.984,Manhattan,Hot Spot,2
40.715,-73.984,Nan,Normal,1
40.715,-73.995,Manhattan,Normal,1
40.715,-73.998,Manhattan,Hot Spot,3
40.715,-73.999,Manhattan,Normal,1
40.715,-74.006,Manhattan,Hot Spot,2
40.715,-74.008,Nan,Normal,1
40.715,-74.01,Manhattan,Hot Spot,3
40.715,-74.013,Manhattan,Normal,1
40.715,-74.013,Nan,Normal,1
40.716,-73.731,Queens,Normal,1
40.716,-73.741,Queens,Normal,1
40.716,-73.744,Queens,Normal,1
40.716,-73.745,Queens,Normal,1
40.716,-73.755,Queens,Normal,1
40.716,-73.756,Nan,Normal,1
40.716,-73.77,Queens,Normal,1
40.716,-73.797,Queens,Normal,1
40.716,-73.805,Nan,Normal,1
40.716,-73.808,Nan,Normal,1
40.716,-73.808,Queens,Normal,1
40.716,-73.809,Nan,Hot Spot,2
40.716,-73.81,Queens,Hot Spot,3
40.716,-73.813,Nan,Normal,1
40.716,-73.818,Nan,Hot Spot,4
40.716,-73.819,Nan,Normal,1
40.716,-73.824,Queens,Normal,1
40.716,-73.825,Nan,Normal,1
40.716,-73.826,Nan,Hot Spot,5
40.716,-73.897,Queens,Normal,1
40.716,-73.902,Queens,Normal,1
40.716,-73.925,Brooklyn,Normal,1
40.716,-73.926,Brooklyn,Normal,1
40.716,-73.941,Brooklyn,Normal,1
40.716,-73.945,Brooklyn,Normal,1
40.716,-73.948,Brooklyn,Normal,1
40.716,-73.95,Brooklyn,Normal,1
40.716,-73.956,Brooklyn,Normal,1
40.716,-73.956,Nan,Normal,1
40.716,-73.96,Brooklyn,Normal,1
40.716,-73.96,Nan,Normal,1
40.716,-73.976,Nan,Normal,1
40.716,-73.98,Manhattan,Normal,1
40.716,-73.985,Manhattan,Hot Spot,2
40.716,-73.987,Manhattan,Hot Spot,2
40.716,-73.988,Manhattan,Normal,1
40.716,-73.989,Manhattan,Normal,1
40.716,-73.993,Nan,Normal,1
40.716,-73.996,Manhattan,Normal,1
40.716,-73.996,Nan,Normal,1
40.716,-73.998,Manhattan,Hot Spot,3
40.716,-73.999,Manhattan,Normal,1
40.716,-74.0,Manhattan,Normal,1
40.716,-74.001,Manhattan,Normal,1
40.716,-74.002,Manhattan,Normal,1
40.716,-74.005,Manhattan,Normal,1
40.716,-74.006,Manhattan,Normal,1
40.716,-74.007,Manhattan,Hot Spot,2
40.716,-74.009,Manhattan,Normal,1
40.716,-74.01,Manhattan,Hot Spot,4
40.717,-73.74,Queens,Normal,1
40.717,-73.769,Queens,Normal,1
40.717,-73.774,Nan,Normal,1
40.717,-73.792,Queens,Normal,1
40.717,-73.796,Queens,Normal,1
40.717,-73.799,Nan,Hot Spot,2
40.717,-73.82,Nan,Hot Spot,2
40.717,-73.822,Nan,Normal,1
40.717,-73.824,Nan,Normal,1
40.717,-73.825,Queens,Normal,1
40.717,-73.826,Nan,Normal,1
40.717,-73.829,Nan,Hot Spot,3
40.717,-73.831,Nan,Hot Spot,2
40.717,-73.832,Queens,Normal,1
40.717,-73.833,Queens,Normal,1
40.717,-73.835,Queens,Normal,1
40.717,-73.88,Queens,Normal,1
40.717,-73.887,Queens,Normal,1
40.717,-73.889,Queens,Normal,1
40.717,-73.906,Queens,Normal,1
40.717,-73.909,Nan,Normal,1
40.717,-73.945,Brooklyn,Normal,1
40.717,-73.949,Nan,Normal,1
40.717,-73.952,Brooklyn,Normal,1
40.717,-73.956,Brooklyn,Hot Spot,2
40.717,-73.963,Brooklyn,Normal,1
40.717,-73.975,Nan,Normal,1
40.717,-73.982,Manhattan,Normal,1
40.717,-73.983,Nan,Normal,1
40.717,-73.984,Nan,Normal,1
40.717,-73.995,Manhattan,Hot Spot,2
40.717,-73.996,Manhattan,Normal,1
40.717,-73.996,Nan,Hot Spot,2
40.717,-73.998,Manhattan,Hot Spot,5
40.717,-73.999,Manhattan,Hot Spot,2
40.717,-74.011,Manhattan,Normal,1
40.717,-74.013,Manhattan,Hot Spot,2
40.717,-74.016,Manhattan,Normal,1
40.718,-73.735,Queens,Hot Spot,2
40.718,-73.737,Nan,Normal,1
40.718,-73.737,Queens,Normal,1
40.718,-73.762,Queens,Normal,1
40.718,-73.765,Queens,Normal,1
40.718,-73.795,Nan,Normal,1
40.718,-73.804,Nan,Normal,1
40.718,-73.815,Queens,Normal,1
40.718,-73.817,Nan,Normal,1
40.718,-73.818,Queens,Normal,1
40.718,-73.831,Nan,Normal,1
40.718,-73.832,Nan,Hot Spot,3
40.718,-73.839,Queens,Normal,1
40.718,-73.874,Queens,Normal,1
40.718,-73.899,Nan,Normal,1
40.718,-73.943,Brooklyn,Normal,1
40.718,-73.948,Brooklyn,Hot Spot,2
40.718,-73.949,Brooklyn,Normal,1
40.718,-73.953,Brooklyn,Hot Spot,3
